Step ID,Problem Hierarchy,Problem Name,Max Problem View,Step Name,,,Avg Incorrects,Avg Hints,Avg Corrects,% First Attempt Incorrects,% First Attempt Hints,% First Attempt Corrects,Avg Step Duration (sec),Avg Correct Step Duration (sec),Avg Error Step Duration (sec),Total Students,Total Opportunities,KC(Paragraph Based 16 clusters)
8b327aa232eabe02fc68a5169493ad78,"(sequence) Introduction to Biology, (unit) REDOX in Chemistry, (module) Pathways",inline_l30_metreg_regulation,3,mcq_30_q01_i1 UpdateRadioButton,mcq_30_q01,inline_l30_metreg_regulation_mcq_30_q01,1.4102,0.0928,1.015,70.3593,6.5868,23.0539,11.997,0,15.591,321,334,
8594a18f7e821d9c58a6499c41f02ca0,"(sequence) Introduction to Biology, (unit) REDOX in Chemistry, (module) Pathways",inline_l30_metreg_regulation,3,mcq_30_q06_i1 UpdateRadioButton,mcq_30_q06,inline_l30_metreg_regulation_mcq_30_q06,1.2914,0.0647,1.0108,67.2662,6.1151,26.6187,56.314,51.297,58.143,275,278,
8fd3fd1b3ade0ec953f0f94977a733dd,"(sequence) Introduction to Biology, (unit) REDOX in Chemistry, (module) Pathways",inline_l30_metreg_regulation,3,mcq_30_q07_i1 UpdateRadioButton,mcq_30_q07,inline_l30_metreg_regulation_mcq_30_q07,0.9806,0,0.9884,63.1783,0,36.8217,46.905,47.783,46.404,254,258,
2b7ac7f4ab05507f6a087bdcead93e94,"(sequence) Introduction to Biology, (unit) REDOX in Chemistry, (module) Pathways",regulation_response,1,regulation_response_q1_regulation_response_a1 UpdateShortAnswer,regulation_response_q1_regulation_response,regulation_response_regulation_response_q1_regulation_response,0,0,1.2266,0,0,100,13.656,13.656,,256,256,
17f23db61b7a1cd2042c4ccb09b5a62f,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",dynadrop_assessment_PCR,2,q1_new UpdateComboBox,q1,dynadrop_assessment_PCR_q1,0.1886,0,1,14.4781,0,85.5219,4.781,3.98,9.512,297,297,biology
5bd0be60661cfb3aa8d6669037b085c3,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",dynadrop_assessment_PCR,2,q1_primer UpdateComboBox,q1,dynadrop_assessment_PCR_q1,0.2148,0,1.0101,15.4362,0,84.5638,5.772,4.794,11.13,298,298,biology
b7606c459e829a5fbbc43ec454ccdd2c,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",dynadrop_assessment_PCR,2,q1_separate UpdateComboBox,q1,dynadrop_assessment_PCR_q1,0.1074,0,1,8.0537,0,91.9463,5.933,5.577,10,298,298,biology
80cb659faf871f6fb7cf9ecafe93016c,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",dynadrop_assessment_PCR,1,q1_t_55 UpdateComboBox,q1_t,dynadrop_assessment_PCR_q1_t,0.1782,0,1.0066,13.2013,0,86.7987,5.614,5.224,8.175,303,303,biology
dec469dd72d0d23b1d480b052007cba6,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",dynadrop_assessment_PCR,1,q1_t_78 UpdateComboBox,q1_t,dynadrop_assessment_PCR_q1_t,0.4252,0,1.0033,27.2425,0,72.7575,4.973,3.872,7.915,301,301,biology
420366f9b5e6f9ebd65d201f406c001f,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",dynadrop_assessment_PCR,1,q1_t_98 UpdateComboBox,q1_t,dynadrop_assessment_PCR_q1_t,0.1287,0,1.0066,7.9208,0,92.0792,2.248,1.713,8.458,303,303,biology
f62f57d2fa0b57c6ed8bdae2778dc22d,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_function_replication_lbd,1,q1_i1 UpdateRadioButton,q1,genetics_function_replication_lbd_q1,0.207,0,1.0127,14.9682,0,85.0318,1.449,0.067,9.298,314,314,dna
48dcd9c8d39c16fd949b930c98dc4681,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_function_replication_lbd,1,q2_i1 UpdateRadioButton,q2,genetics_function_replication_lbd_q2,0.1182,0,1.0032,6.7093,0,93.2907,8.216,8.168,8.881,313,313,dna
14f945885d6feed56ef83ab45f719649,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_function_replication_lbd,1,q3_i1 UpdateRadioButton,q3,genetics_function_replication_lbd_q3,0.1442,0,1.016,10.2564,0,89.7436,8.535,8.338,10.266,312,312,dna
2efd9e3b2a784548f64f23df6aecc64b,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_function_replication_lbd,1,q4_i1 UpdateRadioButton,q4,genetics_function_replication_lbd_q4,0.0705,0,1,4.4872,0,95.5128,4.008,3.874,6.857,312,312,dna
bccd62b3b8365eb380f5da4021825d6e,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_code_lbd,2,q1_A UpdateShortAnswer,q1,genetics_molecular_code_lbd_q1,0,0,1.2691,0,0,100,6.051,6.051,,271,275,dna
f333759d60896a063ad6bfcecd82ecb3,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_crime_lbd,2,q1_i1 UpdateRadioButton,q1,genetics_molecular_crime_lbd_q1,0.4029,0.011,1.0403,36.2637,0.7326,63.0037,3.388,0,9.158,272,273,dna
5659bcbd9d762199f88c1c4573a9e6a4,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_crime_lbd,2,q2_i1 UpdateRadioButton,q2,genetics_molecular_crime_lbd_q2,0.6304,0.0156,1.0272,29.9611,0.3891,69.6498,18.696,13.972,29.538,257,257,species
667d1c5ea650cce0f061684c29a72292,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_crime_lbd,2,q3_i1 UpdateRadioButton,q3,genetics_molecular_crime_lbd_q3,0.5708,0.0167,1.0375,24.1667,0.4167,75.4167,17.583,15.796,23.068,239,240,species
1f9334fce78175311dee2440653496da,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_czar_digt,2,q1_i1 UpdateRadioButton,q1,genetics_molecular_czar_digt_q1,0.8201,0,1.0311,50.173,0,49.827,4.651,0.319,8.952,288,289,acid
20848538e82e06670e330ce6f46d4d8a,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_dna_info_digt,2,q1_i1 UpdateRadioButton,q1,genetics_molecular_dna_info_digt_q1,0.2057,0,1.0114,14.2857,0,85.7143,0.529,0.003,3.68,348,350,dna
5f31ace0026f0e5563cabb1712269688,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_helicase_digt,1,q1_i1 UpdateRadioButton,q1,genetics_molecular_helicase_digt_q1,0.4006,0,1.0153,18.0428,0,81.9572,1.141,0.216,5.339,327,327,dna
a71395296db11acd85d1df26d181ead2,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_helicase_digt,2,q2_i1 UpdateRadioButton,q2,genetics_molecular_helicase_digt_q2,0.5076,0,1.0183,37.3089,0,62.6911,15.853,12.541,21.418,326,327,dna
b34046a116177ce4b01da43111dcf9e8,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_helicase_digt,2,q3_i1 UpdateRadioButton,q3,genetics_molecular_helicase_digt_q3,0.5688,0,1.0031,36.6972,0,63.3028,15.009,11.836,20.483,326,327,dna
e9a55bfea8c4f7eca2bb95a4102483cf,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,2,q10_i1 UpdateRadioButton,q10,genetics_molecular_location_lbd_q10,0.1314,0,1.0127,7.2034,0,92.7966,22.352,22.493,20.529,236,236,dna
73175134d65c887acbf59bf4e159d865,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,1,q1_i1 UpdateRadioButton,q1,genetics_molecular_location_lbd_q1,0.311,0.003,1.0152,20.122,0.3049,79.5732,1.155,0.28,4.567,328,328,dna
06aebaddab86b220235f2dbb871c1518,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,2,q2_i1 UpdateRadioButton,q2,genetics_molecular_location_lbd_q2,0.2077,0,1.0154,20.3846,0,79.6154,12.973,12.391,15.245,260,260,energy
bdc1fce3fb70ada71f06fb1b51a1fff4,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,2,q3_i1 UpdateRadioButton,q3,genetics_molecular_location_lbd_q3,0.124,0,1.0155,11.6279,0,88.3721,3.49,3.248,5.333,258,258,cell
40e75c15394944d64c221452397a4958,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,2,q4_i1 UpdateRadioButton,q4,genetics_molecular_location_lbd_q4,0.0853,0,1.0116,7.7519,0,92.2481,2.953,2.668,6.35,258,258,cell
795214fec79ef3bd0355bd6c33a66224,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,2,q5_i1 UpdateRadioButton,q5,genetics_molecular_location_lbd_q5,0.2124,0,1.0154,20.4633,0,79.5367,3.542,2.871,6.151,259,259,cell
9d6858cbf595e2f28e3018834d84d759,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,2,q6_i1 UpdateRadioButton,q6,genetics_molecular_location_lbd_q6,0.0992,0,1.0119,9.9206,0,90.0794,12.675,13.044,9.32,252,252,dna
234af8aa6c4798261a1b9b9bf68f1a06,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,2,q7_i1 UpdateRadioButton,q7,genetics_molecular_location_lbd_q7,0.432,0,1.028,32.4,0,67.6,15.184,14.343,16.938,250,250,dna
bc67ffa1c35eb6907d93fef7fd5ba8ee,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,2,q8_i1 UpdateRadioButton,q8,genetics_molecular_location_lbd_q8,0.1492,0,1.0403,14.1129,0,85.8871,10.819,10.925,10.171,248,248,dna
02d4905e137f2013b915024498e8cb62,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_location_lbd,2,q9_i1 UpdateRadioButton,q9,genetics_molecular_location_lbd_q9,0.4669,0,1.0124,35.5372,0,64.4628,33,36.833,26.047,242,242,energy
d3608423e17d0d9c834b79a6cac897ab,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_pcr_digt,1,q1_DNA_PCR_double UpdateComboBox,q1_DNA_PCR,genetics_molecular_pcr_digt_q1_DNA_PCR,0.5201,0,1,39.0093,0,60.9907,2.009,0.117,4.968,323,323,dna
95eb9ce074e13001c5ff0145856e6e05,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_pcr_digt,2,q2_DNA_PCR_copy UpdateComboBox,q2_DNA_PCR,genetics_molecular_pcr_digt_q2_DNA_PCR,0.5828,0,1.0245,48.4663,0,51.5337,12.652,7.802,17.778,321,326,dna
61e86979ae7d9155af9be72ad98afb04,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_pcr_digt,2,q3_DNA_PCR_normal UpdateComboBox,q3_DNA_PCR,genetics_molecular_pcr_digt_q3_DNA_PCR,0.3072,0,1.0063,24.4514,0,75.5486,7.236,6.299,10.169,319,319,energy
e497e518eb34bcb2a7da82f6253f4bc1,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_pcr_digt,2,q4_DNA_PCR_involv UpdateComboBox,q4_DNA_PCR,genetics_molecular_pcr_digt_q4_DNA_PCR,0.3313,0,1,24.0625,0,75.9375,5.975,4.979,9.117,320,320,dna
6a1751ac0ea9a1ae928e11bebb4d8486,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_pcr_digt,2,q5_DNA_PCR_temp UpdateComboBox,q5_DNA_PCR,genetics_molecular_pcr_digt_q5_DNA_PCR,0.2969,0,1.0063,25,0,75,9.3,7.7,14.1,318,320,dna
e8b4358aadb3fb7657c4462df8f4c2f7,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_pcr_digt,2,q6_DNA_PCR_prim UpdateComboBox,q6_DNA_PCR,genetics_molecular_pcr_digt_q6_DNA_PCR,0.3719,0,0.9938,26.5625,0,73.4375,5.856,4.63,9.247,320,320,dna
15529e3278233a2aa9bfe42367701602,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_pcr_digt,2,q7_DNA_PCR_larg UpdateComboBox,q7_DNA_PCR,genetics_molecular_pcr_digt_q7_DNA_PCR,0.6552,0,1.0219,51.0972,0,48.9028,9.79,5.654,13.748,318,319,dna
69ed532f27e1185b1c2d66ec7ae5c867,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q10_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q10,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q10,0.0864,0,0.9136,8.6379,0,91.3621,22.37,21.926,26.632,459,602,cell
00ffc8e3361cbade2ce095f811f59345,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q1_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q1,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q1,0.085,0,0.915,8.4967,0,91.5033,22.389,22.503,21.273,462,612,gene
357b7ed538d65f05a37fe6afd4e55334,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q2_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q2,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q2,0.0454,0,0.9546,4.5381,0,95.4619,22.365,22.191,25.954,463,617,protein
11c223cf6403266cea39178092af8278,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q2a_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q2a,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q2a,0.081,0,0.919,8.1037,0,91.8963,22.646,22.547,23.727,460,617,cell
d42c1c31f60052fd252b7a38ebfd143c,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q3_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q3,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q3,0.1341,0,0.8659,13.4106,0,86.5894,22.506,22.491,22.591,454,604,lipids
91d1e509cf2dc37d694f7fabdb89c5d1,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q3a_bases_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q3a_bases,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q3a_bases,0.2848,0,0.7152,28.479,0,71.521,22.651,22.332,23.413,455,618,dna
51b8999ef75ced25c216ec409fcf3417,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q4_i1 UpdateCheckbox,genetics_molecular_DNA_m1_pool_q4,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q4,0.1764,0,0.8236,17.6375,0,82.3625,22.31,22.124,23.135,466,618,membrane
452b7b5d3b7c6ac1ee8dac1c7340d4dc,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q5_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q5,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q5,0.0462,0,0.9538,4.6205,0,95.3795,22.409,22.363,23.312,452,606,dna
ce6c0e3537b9b15a86978c596bbbc5bf,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q6_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q6,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q6,0.2969,0,0.7031,29.69,0,70.31,22.411,22.05,23.234,457,613,dna
8428d31feda972ae08655827467231e5,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q7_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q7,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q7,0.0777,0,0.9223,7.767,0,92.233,22.137,21.947,24.758,459,618,dna
93453b0ba4844ff95b1d0f7723be3f6c,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q8_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q8,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q8,0.0734,0,0.9266,7.3409,0,92.6591,21.885,21.603,25.221,455,613,dna
445b93522e8c33a01cda116804af9b51,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_quiz,5,genetics_molecular_DNA_m1_pool_q9_i1 UpdateRadioButton,genetics_molecular_DNA_m1_pool_q9,genetics_molecular_quiz_genetics_molecular_DNA_m1_pool_q9,0.1345,0,0.8655,13.4494,0,86.5506,22.548,22.326,24.048,468,632,dna
120673502e32aeec5b2b749c32d01f75,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_sequence_digt,1,q1_DNA_SEQUENCE_first UpdateComboBox,q1_DNA_SEQUENCE,genetics_molecular_sequence_digt_q1_DNA_SEQUENCE,0.3507,0,1,26.6667,0,73.3333,2.09,0.66,6.022,345,345,dna
aa44c02dc8632670e61f6837ed592666,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_sequence_digt,2,q1_DNA_SEQUENCE_second UpdateComboBox,q1_DNA_SEQUENCE,genetics_molecular_sequence_digt_q1_DNA_SEQUENCE,0.4682,0,1.0087,35.5491,0,64.4509,8.124,7.031,10.106,345,346,dna
4c321ea668e6c78bb7d448b093d4b2eb,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",genetics_molecular_sequence_digt,2,q1_DNA_SEQUENCE_third UpdateComboBox,q1_DNA_SEQUENCE,genetics_molecular_sequence_digt_q1_DNA_SEQUENCE,0.685,0,1.0029,33.526,0,66.474,8.309,5.335,14.207,345,346,dna
c8bc523f0e4f1deec8184f8020fb4881,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",inline_DNA_replication_id,1,q1_DNA_replication_helix_i1 UpdateRadioButton,q1_DNA_replication_helix,inline_DNA_replication_id_q1_DNA_replication_helix,0.1626,0,1.0031,13.4969,0,86.5031,0.699,0.053,4.841,326,326,dna
f93f936e40fe4636fa839a4a3f9b5217,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",inline_DNA_replication_id,2,q2_dbl_strand_code_i1 UpdateRadioButton,q2_dbl_strand_code,inline_DNA_replication_id_q2_dbl_strand_code,0.0848,0,1.0035,7.4205,0,92.5795,18.205,17.794,23.333,283,283,dna
b2ca3f707d5adc43489ca77f9976f830,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) DNA Function",inline_DNA_replication_id,2,q3_DNA_replic_labels_i1 UpdateRadioButton,q3_DNA_replic_labels,inline_DNA_replication_id_q3_DNA_replic_labels,0.4737,0,1.0113,34.5865,0,65.4135,25.639,25.126,26.609,266,266,dna
f782e442b7e8acd61c1099a40bac0780,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_acid_or_base_DIGT,1,q1_i1 UpdateRadioButton,q1,biochem_acid_or_base_DIGT_q1,0,0,1,0,0,100,0,0,,3,3,acid
88b6192dc7b9100ddb8c6eb0cc9a245d,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_acid_or_base_DIGT,1,q2_i1 UpdateRadioButton,q2,biochem_acid_or_base_DIGT_q2,0,0,1,0,0,100,4.667,4.667,,3,3,acid
31862e09e1c8dc248a05424f2e079863,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_acid_or_base_DIGT,1,q3_i1 UpdateRadioButton,q3,biochem_acid_or_base_DIGT_q3,0,0,1,0,0,100,2.333,2.333,,3,3,acid
6a81d79d5c1823209662ab8f0d4d954f,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,5,nucleic_acids_pool_a2_q1_i1 UpdateRadioButton,nucleic_acids_pool_a2_q1,biochem_nucleic-acids_quiz_nucleic_acids_pool_a2_q1,0.2798,0,0.7202,27.9762,0,72.0238,22.857,22.791,23.061,515,840,dna
5eee461fc9e705134b060bdce27bd927,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,5,nucleic_acids_pool_a2_q5_i1 UpdateRadioButton,nucleic_acids_pool_a2_q5,biochem_nucleic-acids_quiz_nucleic_acids_pool_a2_q5,0.1119,0,0.8881,11.1905,0,88.8095,22.857,22.413,26.952,515,840,acid
04378bd8e55be55aeb92468648c0894e,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,5,nucleic_acids_pool_a2_q6_i1 UpdateRadioButton,nucleic_acids_pool_a2_q6,biochem_nucleic-acids_quiz_nucleic_acids_pool_a2_q6,0.2262,0,0.7738,22.619,0,77.381,22.857,23.075,22.053,515,840,biology
fc2ff9aecaf5fbc108def732c69f51ea,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,5,nucleic_acids_pool_a2_q7_i1 UpdateRadioButton,nucleic_acids_pool_a2_q7,biochem_nucleic-acids_quiz_nucleic_acids_pool_a2_q7,0.0536,0,0.9464,5.3571,0,94.6429,22.857,22.74,25.29,515,840,protein
c582052fcb4005b0e8e48e183cb18f5f,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,5,nucleic_acids_pool_a2_q8_i1 UpdateRadioButton,nucleic_acids_pool_a2_q8,biochem_nucleic-acids_quiz_nucleic_acids_pool_a2_q8,0.1702,0,0.8298,17.0238,0,82.9762,22.857,22.9,22.632,515,840,dna
9ab9f663bf7469878ba417d7092d3396,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,5,nucleic_acids_pool_a2_q9_i1 UpdateRadioButton,nucleic_acids_pool_a2_q9,biochem_nucleic-acids_quiz_nucleic_acids_pool_a2_q9,0.0095,0,0.9905,0.9524,0,99.0476,22.857,22.943,16.114,515,840,groups
7e62b6490077742bf408e4183eebb035,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,3,u3_biomacromolecules_unit_quiz_pool_q10_i1 UpdateCheckbox,u3_biomacromolecules_unit_quiz_pool_q10,biochem_nucleic-acids_quiz_u3_biomacromolecules_unit_quiz_pool_q10,0.3069,0,0.6931,30.6931,0,69.3069,24.677,23.498,27.087,101,101,water
a45e07e11c0ed4fc092a8e7a804dd70d,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,3,u3_biomacromolecules_unit_quiz_pool_q11_i1 UpdateRadioButton,u3_biomacromolecules_unit_quiz_pool_q11,biochem_nucleic-acids_quiz_u3_biomacromolecules_unit_quiz_pool_q11,0.4526,0,0.5474,45.2632,0,54.7368,20.845,21.238,20.312,95,95,species
3c95bbcef81a356dd7abcc8b437c6cab,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,3,u3_biomacromolecules_unit_quiz_pool_q12_i1 UpdateRadioButton,u3_biomacromolecules_unit_quiz_pool_q12,biochem_nucleic-acids_quiz_u3_biomacromolecules_unit_quiz_pool_q12,0.0101,0,0.9899,1.0101,0,98.9899,23.897,24.077,12,99,99,structure
4c3c356e9ea8c41ef26e9a98c2ec8346,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,4,u3_biomacromolecules_unit_quiz_pool_q13_i1 UpdateRadioButton,u3_biomacromolecules_unit_quiz_pool_q13,biochem_nucleic-acids_quiz_u3_biomacromolecules_unit_quiz_pool_q13,0.0575,0,0.9425,5.7471,0,94.2529,22.117,22.105,22.312,87,87,structure
7ce55ec1bf4a9f1e679a3ab83412684c,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,4,u3_biomacromolecules_unit_quiz_pool_q14_i1 UpdateRadioButton,u3_biomacromolecules_unit_quiz_pool_q14,biochem_nucleic-acids_quiz_u3_biomacromolecules_unit_quiz_pool_q14,0.2211,0,0.7789,22.1053,0,77.8947,21.229,21.692,19.868,95,95,groups
2c79045b3714ec207a04039a200e1b7f,"(sequence) Introduction to Biology, (unit) Stored Information in DNA Takes Shape in Protein, (module) Nucleic Acids",biochem_nucleic-acids_quiz,3,u3_biomacromolecules_unit_quiz_pool_q15_i1 UpdateRadioButton,u3_biomacromolecules_unit_quiz_pool_q15,biochem_nucleic-acids_quiz_u3_biomacromolecules_unit_quiz_pool_q15,0.0571,0,0.9429,5.7143,0,94.2857,18.749,19.309,11.472,105,105,water
